 Substation Name, Nominal Voltage (kV), Redacted Data, Residential Customer Count, Commercial Customer Count, Industrial Customer Count, Agricultural Customer Count, Other Customers, Existing Distributed Generation (kW), Queued Distributed Generation (kW), Total Distributed Generation (kW),OBJECTID,feederid,feeder_name,division,last_update_on_map
FIGARDEN,21kV,No,1276,116,39,0,1,4690,240,4930,1067,254552109,FIGARDEN 2109,Fresno,6/2/2025 1:21:05 AM
RIVER OAKS,21kV,No,3465,49,112,1,7,1920,2110,4030,1068,082342102,RIVER OAKS 2102,San Jose,6/2/2025 1:21:05 AM
AVENA,17kV,No,424,62,13,285,1,3160,30,3190,1069,163571702,AVENA 1702,Stockton,6/2/2025 1:21:05 AM
PLEASANT GROVE,21kV,No,3837,108,100,0,8,15380,1000,16380,1070,152442109,PLEASANT GROVE 2109,Sierra,6/2/2025 1:21:05 AM
RIPON,17kV,No,2362,248,103,43,22,5430,440,5870,1071,163801702,RIPON 1702,Stockton,6/2/2025 1:21:05 AM
DIXON LANDING,21kV,No,1732,180,78,0,19,1910,210,2120,1072,014722102,DIXON LANDING 2102,Mission,6/2/2025 1:21:05 AM
LLAGAS,21kV,No,5203,382,151,22,21,9630,420,10050,1073,083182103,LLAGAS 2103,San Jose,6/2/2025 1:21:05 AM
POTRERO PP (A),12kV,No,685,215,118,0,13,1550,660,2210,1074,022031113,POTRERO PP (A) 1113,San Francisco,6/2/2025 1:21:05 AM
COUNTRY CLUB,12kV,Yes,581,88,42,0,4,1190,70,1260,1075,163121105,COUNTRY CLUB 1105,Stockton,6/2/2025 1:21:05 AM
MIDDLE RIVER,12kV,Yes,22,19,3,29,3,450,0,450,1076,162091103,MIDDLE RIVER 1103,Stockton,6/2/2025 1:21:05 AM
STAGG,12kV,Yes,317,106,72,0,4,1130,50,1180,1077,162421106,STAGG 1106,Stockton,6/2/2025 1:21:05 AM
OCEANO,12kV,No,2999,410,128,0,10,2150,1100,3250,1078,182601108,OCEANO 1108,Los Padres,6/2/2025 1:21:05 AM
VIERRA,17kV,No,4278,192,125,4,25,14370,3250,17620,1079,162701701,VIERRA 1701,Stockton,6/2/2025 1:21:05 AM
WESTLAKE,4.16kV,Yes,763,12,0,0,2,90,20,110,1080,022600401,WESTLAKE 0401,Peninsula,6/2/2025 1:21:05 AM
SUISUN,12kV,Yes,1052,185,69,0,7,990,1340,2330,1081,062131106,SUISUN 1106,North Bay,6/2/2025 1:21:05 AM
OAKLAND I,4.16kV,No,1370,68,9,0,4,210,20,230,1082,012080402,OAKLAND I 0402,East Bay,6/2/2025 1:21:05 AM
EAST GRAND,12kV,No,2054,488,190,16,34,2920,60,2980,1083,022571107,EAST GRAND 1107,Peninsula,6/2/2025 1:21:05 AM
RIPON,17kV,No,2117,154,37,259,13,7720,490,8210,1084,163801703,RIPON 1703,Stockton,6/2/2025 1:21:05 AM
EL PATIO,12kV,No,4994,277,130,0,13,1840,10,1850,1085,082921109,EL PATIO 1109,De Anza,6/2/2025 1:21:05 AM
MT EDEN,12kV,Yes,0,21,20,0,0,120,0,120,1086,013761110,MT EDEN 1110,Mission,6/2/2025 1:21:05 AM
SOQUEL,4.16kV,No,1300,91,9,0,2,920,60,980,1087,083300402,SOQUEL 0402,Central Coast,6/2/2025 1:21:05 AM
BRIDGEVILLE,12kV,No,231,30,3,8,2,90,0,90,1088,192461102,BRIDGEVILLE 1102,Humboldt,6/2/2025 1:21:05 AM
OAKLAND C,12kV,Yes,233,53,29,0,10,8260,310,8570,1089,012011110,OAKLAND C 1110,East Bay,6/2/2025 1:21:05 AM
SEMITROPIC,12kV,Yes,20,11,3,82,0,2350,1130,3480,1090,252901106,SEMITROPIC 1106,Kern,6/2/2025 1:21:05 AM
BAHIA,12kV,Yes,590,334,82,0,,785,794,1579,1091,043251103,BAHIA 1103,North Bay,10/1/2025 7:51:52 AM
SEMITROPIC,12kV,Yes,17,11,4,84,2,4270,1280,5550,1092,252901104,SEMITROPIC 1104,Kern,6/2/2025 1:21:05 AM
WOODWARD,21kV,No,2554,157,71,0,8,7010,170,7180,1093,255292105,WOODWARD 2105,Fresno,6/2/2025 1:21:05 AM
EDENVALE,21kV,No,5941,236,82,0,24,6340,200,6540,1094,082952106,EDENVALE 2106,San Jose,6/2/2025 1:21:05 AM
ERTA,4.16kV,No,708,55,7,7,5,440,20,460,1095,083510404,ERTA 0404,Central Coast,6/2/2025 1:21:05 AM
WASCO,12kV,Yes,1488,161,59,3,3,5290,60,5350,1096,252961102,WASCO 1102,Kern,6/2/2025 1:21:05 AM
ESQUON,12kV,Yes,4,0,1,17,0,30,20,50,1097,102171103,ESQUON 1103,North Valley,6/2/2025 1:21:05 AM
IGNACIO,12kV,No,2660,124,32,0,9,5110,260,5370,1098,042481101,IGNACIO 1101,Sonoma,6/2/2025 1:21:05 AM
HAMMER,12kV,No,2361,187,83,0,9,660,230,890,1099,163301102,HAMMER 1102,Stockton,6/2/2025 1:21:05 AM
CONTRA COSTA,21kV,No,3795,130,32,7,20,11580,2240,13820,1100,013652113,CONTRA COSTA 2113,Diablo,6/2/2025 1:21:05 AM
BERESFORD,4.16kV,No,784,36,12,0,4,560,40,600,1101,024040402,BERESFORD 0402,Peninsula,6/2/2025 1:21:05 AM
STAGG,12kV,No,1599,132,84,1,7,1330,70,1400,1102,162421103,STAGG 1103,Stockton,6/2/2025 1:21:05 AM
KERN OIL,12kV,Yes,163,15,11,3,0,970,5420,6390,1103,252721104,KERN OIL 1104,Kern,6/2/2025 1:21:05 AM
MISSION (X),12kV,No,2447,497,96,0,18,80,0,80,1104,022011111,MISSION (X) 1111,San Francisco,6/2/2025 1:21:05 AM
BULLARD,12kV,No,553,101,95,0,1,780,50,830,1105,253961107,BULLARD 1107,Fresno,10/1/2025 11:34:23 AM
WASCO,12kV,Yes,1138,184,37,1,2,1470,130,1600,1106,252961104,WASCO 1104,Kern,6/2/2025 1:21:05 AM
FRENCH GULCH,12kV,Yes,11,20,7,0,0,20,0,20,1107,103381102,FRENCH GULCH 1102,North Valley,6/2/2025 1:21:05 AM
GREEN VALLEY,21kV,No,4199,407,152,105,17,5020,520,5540,1108,083192102,GREEN VALLEY 2102,Central Coast,6/2/2025 1:21:05 AM
TUDOR,12kV,No,109,26,6,108,1,320,8120,8440,1109,153711101,TUDOR 1101,Sacramento,6/2/2025 1:21:05 AM
OCEANO,12kV,No,4527,679,95,138,18,10360,740,11100,1110,182601104,OCEANO 1104,Los Padres,6/2/2025 1:21:05 AM
CHICO B,12kV,No,2429,106,23,3,2,560,10,570,1111,102491101,CHICO B 1101,North Valley,6/2/2025 1:21:05 AM
MONTAGUE,21kV,No,668,124,196,0,8,790,70,860,1112,083892102,MONTAGUE 2102,San Jose,6/2/2025 1:21:05 AM
BAKERSFIELD,12kV,No,269,366,91,0,,831,906,1737,1113,253371105,BAKERSFIELD 1105,Kern,10/1/2025 7:51:52 AM
CONTRA COSTA,21kV,No,1529,212,63,0,14,1600,3620,5220,1114,013652105,CONTRA COSTA 2105,Diablo,6/2/2025 1:21:05 AM
SF M,4.16kV,No,1690,88,5,0,15,510,30,540,1115,022270405,SF M 0405,San Francisco,6/2/2025 1:21:05 AM
BAY MEADOWS,12kV,Yes,1341,179,54,0,5,1240,350,1590,1116,024011105,BAY MEADOWS 1105,Peninsula,6/2/2025 1:21:05 AM
SOBRANTE,12kV,Yes,984,81,26,0,6,6490,70,6560,1117,014671103,SOBRANTE 1103,Diablo,6/2/2025 1:21:05 AM
SAN RAMON,21kV,No,1498,487,254,0,22,4910,1320,6230,1118,014232111,SAN RAMON 2111,Mission,6/2/2025 1:21:05 AM
WALNUT CREEK,4.16kV,Yes,305,3,2,0,1,0,0,0,1119,012200403,WALNUT CREEK 0403,Diablo,6/2/2025 1:21:05 AM
ASHLAN AVE,12kV,No,3056,169,80,4,15,2470,620,3090,1120,252051109,ASHLAN AVE 1109,Fresno,6/2/2025 1:21:05 AM
BELLE HAVEN,12kV,No,3268,434,173,0,18,3330,690,4020,1121,024021106,BELLE HAVEN 1106,Peninsula,6/2/2025 1:21:05 AM
LAURELES,12kV,No,1360,174,17,51,0,1750,220,1970,1122,182371111,LAURELES 1111,Central Coast,6/2/2025 1:21:05 AM
PEASE,12kV,No,202,16,2,14,0,960,40,1000,1123,153751102,PEASE 1102,Sacramento,6/2/2025 1:21:05 AM
HICKS,21kV,No,1046,186,203,0,13,750,380,1130,1124,083432102,HICKS 2102,San Jose,6/2/2025 1:21:05 AM
RICHMOND R,12kV,Yes,242,92,33,0,1,260,2300,2560,1125,013471122,RICHMOND R 1122,East Bay,6/2/2025 1:21:05 AM
CLOVIS,12kV,No,2111,229,123,8,12,7620,350,7970,1126,254081107,CLOVIS 1107,Fresno,6/2/2025 1:21:05 AM
BAY MEADOWS,21kV,No,5120,425,151,0,50,2170,1250,3420,1127,024012101,BAY MEADOWS 2101,Peninsula,6/2/2025 1:21:05 AM
RIVER OAKS,21kV,Yes,1963,19,25,0,2,20,0,20,1128,082342108,RIVER OAKS 2108,San Jose,6/2/2025 1:21:05 AM
LODI,12kV,No,1137,214,29,269,16,3790,600,4390,1129,162111102,LODI 1102,Stockton,6/2/2025 1:21:05 AM
BELLE HAVEN,12kV,No,0,15,33,0,0,0,0,0,1130,024021101,BELLE HAVEN 1101,Peninsula,6/2/2025 1:21:05 AM
WEST FRESNO,12kV,No,2911,328,62,1,28,2300,1650,3950,1131,253731109,WEST FRESNO 1109,Fresno,6/2/2025 1:21:05 AM
STONE,12kV,No,3084,384,135,0,12,2680,210,2890,1132,083701110,STONE 1110,San Jose,6/2/2025 1:21:05 AM
TASSAJARA,21kV,No,5938,151,19,0,13,6850,470,7320,1133,014662113,TASSAJARA 2113,Diablo,6/2/2025 1:21:05 AM
SAN RAFAEL,12kV,No,4326,288,33,0,11,8870,610,9480,1134,042011107,SAN RAFAEL 1107,Sonoma,6/2/2025 1:21:05 AM
VIERRA,17kV,No,1639,98,72,2,8,6440,7570,14010,1135,162701703,VIERRA 1703,Stockton,6/2/2025 1:21:05 AM
CURTIS,17kV,No,3935,424,42,6,53,7310,640,7950,1136,163351702,CURTIS 1702,Yosemite,6/2/2025 1:21:05 AM
MEADOW LANE,21kV,No,1702,158,87,0,11,1560,70,1630,1137,014302104,MEADOW LANE 2104,Diablo,6/2/2025 1:21:05 AM
MIDWAY,12kV,Yes,80,32,4,139,1,3120,930,4050,1138,252611102,MIDWAY 1102,Kern,6/2/2025 1:21:05 AM
STROUD,12kV,Yes,56,23,3,59,19,2400,0,2400,1139,253661101,STROUD 1101,Fresno,6/2/2025 1:21:05 AM
SERRAMONTE,12kV,No,3200,104,57,0,22,1370,110,1480,1140,022861103,SERRAMONTE 1103,Peninsula,6/2/2025 1:21:05 AM
ARANA,4.16kV,No,556,29,10,1,6,730,60,790,1141,083010401,ARANA 0401,Central Coast,6/2/2025 1:21:05 AM
MARINA (F),12kV,Yes,202,12,10,0,20,220,0,220,1142,022781102,MARINA (F) 1102,San Francisco,6/2/2025 1:21:05 AM
PINEDALE,21kV,No,1951,140,80,0,7,7680,1150,8830,1143,252852111,PINEDALE 2111,Fresno,6/2/2025 1:21:05 AM
COPPERMINE,12kV,No,2408,137,7,120,8,10280,550,10830,1144,252411104,COPPERMINE 1104,Fresno,6/2/2025 1:21:05 AM
RICHMOND R,12kV,Yes,1306,136,86,4,15,8160,7990,16150,1145,013471129,RICHMOND R 1129,East Bay,6/2/2025 1:21:05 AM
LOS OSITOS,21kV,Yes,541,114,16,176,0,1200,3000,4200,1146,182082103,LOS OSITOS 2103,Central Coast,6/2/2025 1:21:05 AM
WILSON,12kV,No,959,81,15,12,23,1140,0,1140,1147,254301101,WILSON 1101,Yosemite,6/2/2025 1:21:05 AM
SUNOL,12kV,Yes,504,139,44,11,41,1420,270,1690,1148,014241101,SUNOL 1101,Mission,6/2/2025 1:21:05 AM
BELLEVUE,21kV,No,4729,464,174,0,11,3130,5380,8510,1149,043182105,BELLEVUE 2105,Sonoma,6/2/2025 1:21:05 AM
GRAND ISLAND,21kV,No,1807,333,75,65,19,2920,280,3200,1150,062462225,GRAND ISLAND 2225,Sacramento,6/2/2025 1:21:05 AM
WISHON,12kV,Yes,11,2,0,0,1,0,0,0,1151,251511101,WISHON 1101,Yosemite,6/2/2025 1:21:05 AM
EMERALD LAKE,4.16kV,No,529,20,0,0,1,1280,90,1370,1152,024080402,EMERALD LAKE 0402,Peninsula,6/2/2025 1:21:05 AM
WESTPARK,12kV,No,393,232,61,0,13,860,20,880,1153,253701106,WESTPARK 1106,Kern,6/2/2025 1:21:05 AM
SAN LEANDRO U,12kV,No,5022,162,52,0,26,4950,600,5550,1154,013111114,SAN LEANDRO U 1114,Mission,6/2/2025 1:21:05 AM
KIRKER,21kV,No,5110,438,159,0,30,5830,1830,7660,1155,014452103,KIRKER 2103,Diablo,6/2/2025 1:21:05 AM
GARBERVILLE,12kV,No,314,162,21,0,2,40,0,40,1156,192221103,GARBERVILLE 1103,Humboldt,6/2/2025 1:21:05 AM
HORSESHOE,12kV,No,1893,131,39,0,3,9010,420,9430,1157,152571106,HORSESHOE 1106,Sierra,6/2/2025 1:21:05 AM
NEWMAN,12kV,Yes,1427,94,31,104,5,5550,620,6170,1158,162741106,NEWMAN 1106,Yosemite,6/2/2025 1:21:05 AM
BAHIA,12kV,No,3303,200,36,3,10,8500,1210,9710,1159,043251104,BAHIA 1104,North Bay,6/2/2025 1:21:05 AM
MC KEE,12kV,No,3209,177,71,0,11,3630,300,3930,1160,083531111,MC KEE 1111,San Jose,6/2/2025 1:21:05 AM
RESEARCH,21kV,No,2953,279,72,0,32,6200,360,6560,1161,014692101,RESEARCH 2101,Diablo,6/2/2025 1:21:05 AM
KINGSBURG,12kV,No,1842,101,65,35,9,4900,290,5190,1162,252241112,KINGSBURG 1112,Fresno,6/2/2025 1:21:05 AM
WISE,12kV,No,1656,82,5,41,3,6620,590,7210,1163,152271102,WISE 1102,Sierra,6/2/2025 1:21:05 AM
PARADISE,12kV,No,2242,166,61,0,4,5900,540,6440,1164,102831104,PARADISE 1104,North Valley,6/2/2025 1:21:05 AM
SF L,4.16kV,No,747,104,26,0,6,280,20,300,1165,022260408,SF L 0408,San Francisco,6/2/2025 1:21:05 AM
ROUGH AND READY ISLA,12kV,No,1518,151,87,95,31,3200,2190,5390,1166,163081102,ROUGH AND READY ISLA 1102,Stockton,6/2/2025 1:21:05 AM
SF G,12kV,Yes,1256,93,27,0,213,220,10,230,1167,022091101,SF G 1101,San Francisco,6/2/2025 1:21:05 AM
MT EDEN,12kV,Yes,1056,197,130,0,15,2180,390,2570,1168,013761107,MT EDEN 1107,Mission,6/2/2025 1:21:05 AM
HAMILTON A,12kV,Yes,399,55,21,91,3,2060,3340,5400,1169,102121101,HAMILTON A 1101,North Valley,6/2/2025 1:21:05 AM
BABEL,4.16kV,No,433,40,14,0,2,660,10,670,1170,013850401,BABEL 0401,Diablo,10/1/2025 11:34:23 AM
APPLE HILL,21kV,No,4531,308,50,57,3,7800,1290,9090,1171,153662102,APPLE HILL 2102,Sierra,6/2/2025 1:21:05 AM
VASONA,12kV,No,2532,373,114,1,32,2020,260,2280,1172,083771101,VASONA 1101,De Anza,6/2/2025 1:21:05 AM
SAN BERNARD,12kV,Yes,3,12,2,22,5,0,9700,9700,1173,253191104,SAN BERNARD 1104,Kern,6/2/2025 1:21:05 AM
OROSI,12kV,Yes,307,23,10,287,3,2680,120,2800,1174,252841103,OROSI 1103,Fresno,6/2/2025 1:21:05 AM
MC MULLIN,12kV,No,155,40,7,202,0,2100,360,2460,1175,254411104,MC MULLIN 1104,Fresno,6/2/2025 1:21:05 AM
SAN CARLOS,4.16kV,No,1199,27,3,0,1,1760,180,1940,1176,024180403,SAN CARLOS 0403,Peninsula,6/2/2025 1:21:05 AM
BRITTON,12kV,Yes,3583,120,56,0,9,1500,350,1850,1177,083611107,BRITTON 1107,De Anza,6/2/2025 1:21:05 AM
DEL MAR,21kV,No,3193,174,66,0,8,7910,360,8270,1178,152582105,DEL MAR 2105,Sierra,6/2/2025 1:21:05 AM
MONTAGUE,21kV,No,672,162,123,0,5,1640,430,2070,1179,083892106,MONTAGUE 2106,San Jose,6/2/2025 1:21:05 AM
TRES VIAS,12kV,No,1021,109,16,92,7,6450,2300,8750,1180,103251101,TRES VIAS 1101,North Valley,6/2/2025 1:21:05 AM
GRAND ISLAND,21kV,Yes,615,186,35,290,3,1790,2340,4130,1181,062462227,GRAND ISLAND 2227,Sacramento,6/2/2025 1:21:05 AM
OAKLAND X,12kV,No,3162,132,49,0,6,3230,390,3620,1182,012541107,OAKLAND X 1107,East Bay,6/2/2025 1:21:05 AM
PETALUMA C,12kV,No,3654,434,126,43,26,5800,750,6550,1183,042631109,PETALUMA C 1109,Sonoma,6/2/2025 1:21:05 AM
EAST MARYSVILLE,12kV,No,1697,55,12,0,1,2210,120,2330,1184,152331107,EAST MARYSVILLE 1107,Sacramento,6/2/2025 1:21:05 AM
OAKLAND C,12kV,Yes,29,3,5,0,4,0,90,90,1185,012011132,OAKLAND C 1132,East Bay,6/2/2025 1:21:05 AM
SF E,4.16kV,No,1001,125,31,0,0,180,0,180,1186,022070401,SF E 0401,San Francisco,6/2/2025 1:21:05 AM
WOODLAND,12kV,No,1863,216,44,7,8,3730,120,3850,1187,062031102,WOODLAND 1102,Sacramento,6/2/2025 1:21:05 AM
SF G,4.16kV,Yes,241,23,7,0,0,0,0,0,1188,022090410,SF G 0410,San Francisco,6/2/2025 1:21:05 AM
HOPLAND,12kV,Yes,952,199,43,120,7,4190,17480,21670,1189,042251101,HOPLAND 1101,Humboldt,6/2/2025 1:21:05 AM
ARBUCKLE,12kV,No,165,44,7,147,,1777,1953,3730,1190,062081102,ARBUCKLE 1102,Sacramento,10/1/2025 11:34:21 AM
BELMONT,12kV,No,0,23,34,0,5,0,0,0,1191,024031107,BELMONT 1107,Peninsula,6/2/2025 1:21:05 AM
WOODWARD,21kV,No,3299,157,93,1,6,7230,700,7930,1192,255292109,WOODWARD 2109,Fresno,6/2/2025 1:21:05 AM
COLUSA,12kV,No,346,54,12,1,0,1050,7800,8850,1193,062021103,COLUSA 1103,Sacramento,6/2/2025 1:21:05 AM
GRANT,12kV,No,4717,318,141,0,30,3020,290,3310,1194,014381106,GRANT 1106,Mission,10/1/2025 11:34:21 AM
SCHINDLER,12kV,Yes,16,9,2,28,8,120,0,120,1195,252891116,SCHINDLER 1116,Fresno,6/2/2025 1:21:05 AM
GRAND ISLAND,21kV,No,4284,191,44,32,3,12540,710,13250,1196,062462226,GRAND ISLAND 2226,Sacramento,6/2/2025 1:21:05 AM
NEWARK 12KV,12kV,No,1977,165,127,0,16,3290,360,3650,1197,012221102,NEWARK 12KV 1102,Mission,6/2/2025 1:21:05 AM
FELLOWS,21kV,Yes,38,48,34,3,3,2540,0,2540,1198,254242104,FELLOWS 2104,Kern,6/2/2025 1:21:05 AM
SF K,4.16kV,Yes,851,35,3,0,4,110,0,110,1199,022130403,SF K 0403,San Francisco,6/2/2025 1:21:05 AM
STONE,12kV,No,3032,552,160,0,7,1660,480,2140,1200,083701109,STONE 1109,San Jose,6/2/2025 1:21:05 AM
MONARCH,4.16kV,No,393,69,8,0,5,180,30,210,1201,162300401,MONARCH 0401,Stockton,6/2/2025 1:21:05 AM
EDENVALE,21kV,Yes,0,2,1,0,0,0,4690,4690,1202,082952111,EDENVALE 2111,San Jose,6/2/2025 1:21:05 AM
WELLFIELD,12kV,Yes,44,23,6,94,6,810,10000,10810,1203,254291102,WELLFIELD 1102,Kern,6/2/2025 1:21:05 AM
EL CERRITO G,12kV,Yes,18,0,2,0,0,0,0,0,1204,012501107,EL CERRITO G 1107,East Bay,6/2/2025 1:21:05 AM
SF K,4.16kV,Yes,1416,58,13,0,16,150,20,170,1205,022130401,SF K 0401,San Francisco,6/2/2025 1:21:05 AM
STOCKTON A,4.16kV,No,337,63,15,0,6,170,0,170,1206,162370406,STOCKTON A 0406,Stockton,6/2/2025 1:21:05 AM
CHOLAME,21kV,No,87,52,14,162,0,450,1420,1870,1207,182562102,CHOLAME 2102,Los Padres,6/2/2025 1:21:05 AM
DAVIS,12kV,No,3172,144,73,0,15,5010,540,5550,1208,062041102,DAVIS 1102,Sacramento,6/2/2025 1:21:05 AM
LOS GATOS,12kV,No,920,257,71,0,2,1120,100,1220,1209,082021108,LOS GATOS 1108,De Anza,6/2/2025 1:21:05 AM
MEADOW LANE,20.78kV,No,3706,383,130,0,55,4720,810,5530,1210,014302108,MEADOW LANE 2108,Diablo,10/1/2025 11:34:23 AM
VACAVILLE,12kV,No,2120,264,55,37,4,5250,430,5680,1211,063601108,VACAVILLE 1108,North Bay,6/2/2025 1:21:05 AM
GERBER,12kV,No,472,51,4,58,0,1440,180,1620,1212,103391101,GERBER 1101,North Valley,6/2/2025 1:21:05 AM
DIVIDE,12kV,Yes,84,27,12,3,0,20,0,20,1213,182571103,DIVIDE 1103,Los Padres,11/3/2025 11:41:53 AM
SAN MIGUEL,12kV,Yes,180,72,10,62,3,1600,100,1700,1214,182661106,SAN MIGUEL 1106,Los Padres,11/3/2025 11:41:53 AM
VACAVILLE,12kV,No,2404,97,61,0,8,5610,180,5790,1215,063601107,VACAVILLE 1107,North Bay,6/2/2025 1:21:05 AM
SAN RAMON,21kV,No,3324,187,106,0,18,6280,2290,8570,1216,014232119,SAN RAMON 2119,Mission,6/2/2025 1:21:05 AM
EL NIDO,12kV,No,140,39,11,295,2,4980,6020,11000,1217,252451104,EL NIDO 1104,Yosemite,6/2/2025 1:21:05 AM
SANTA ROSA A,12kV,No,2862,291,112,0,27,1520,1090,2610,1218,042151112,SANTA ROSA A 1112,Sonoma,6/2/2025 1:21:05 AM
MALAGA,12kV,Yes,2139,76,43,48,15,8110,0,8110,1219,254251103,MALAGA 1103,Fresno,6/2/2025 1:21:05 AM
STOCKDALE,21kV,No,3784,225,80,0,10,5530,1100,6630,1220,254072111,STOCKDALE 2111,Kern,6/2/2025 1:21:05 AM
MISSION (X),12kV,No,625,155,96,0,6,0,0,0,1221,022011160,MISSION (X) 1160,San Francisco,6/2/2025 1:21:05 AM
VIERRA,17kV,No,4767,147,42,94,15,16090,4470,20560,1222,162701707,VIERRA 1707,Stockton,6/2/2025 1:21:05 AM
DUMBARTON,21kV,Yes,1007,108,86,0,13,3220,3710,6930,1223,014472111,DUMBARTON 2111,Mission,6/2/2025 1:21:05 AM
VALLEJO B,12kV,No,289,32,12,0,4,200,30,230,1224,042451102,VALLEJO B 1102,North Bay,6/2/2025 1:21:05 AM
MARYSVILLE,12kV,Yes,898,177,51,0,14,1590,1180,2770,1225,152011102,MARYSVILLE 1102,Sacramento,6/2/2025 1:21:05 AM
LUCERNE,12kV,No,2044,190,28,26,9,4440,740,5180,1226,043351103,LUCERNE 1103,Humboldt,6/2/2025 1:21:05 AM
EIGHT MILE,21kV,No,2163,184,77,308,28,9120,2440,11560,1227,163912101,EIGHT MILE 2101,Stockton,6/2/2025 1:21:05 AM
STONE CORRAL,12kV,No,400,76,12,416,2,1230,90,1320,1228,252921108,STONE CORRAL 1108,Fresno,6/2/2025 1:21:05 AM
OAKLAND C,12kV,No,28,32,27,0,4,0,350,350,1229,012011104,OAKLAND C 1104,East Bay,6/2/2025 1:21:05 AM
18TH STREET,4.16kV,No,1775,69,14,0,5,220,20,240,1230,022390402,18TH STREET 0402,San Francisco,6/2/2025 1:21:05 AM
STUART,4.16kV,Yes,72,4,4,0,0,110,640,750,1231,013840404,STUART 0404,East Bay,6/2/2025 1:21:05 AM
OAKLAND J,12kV,Yes,0,36,27,0,13,1600,14060,15660,1232,012091103,OAKLAND J 1103,East Bay,6/2/2025 1:21:05 AM
MANCHESTER,12kV,No,996,325,129,0,5,2220,160,2380,1233,253921105,MANCHESTER 1105,Fresno,6/2/2025 1:21:05 AM
PIPER BANK,4.16kV,Yes,69,7,0,1,0,30,0,30,1234,018120401,PIPER BANK 0401,Diablo,6/2/2025 1:21:05 AM
CAROLANDS,4.16kV,No,1037,34,1,0,8,2340,210,2550,1235,024060404,CAROLANDS 0404,Peninsula,6/2/2025 1:21:05 AM
RENFRO,21kV,No,3416,135,84,6,14,15560,900,16460,1236,254572105,RENFRO 2105,Kern,6/2/2025 1:21:05 AM
RIVERBANK,17kV,No,1709,144,35,305,4,5780,250,6030,1237,163191715,RIVERBANK 1715,Yosemite,6/2/2025 1:21:05 AM
SUISUN,12kV,Yes,595,159,73,0,2,1360,110,1470,1238,062131101,SUISUN 1101,North Bay,6/2/2025 1:21:05 AM
INDUSTRIAL ACRES,4.16kV,No,170,15,12,1,2,20,0,20,1239,182300415,INDUSTRIAL ACRES 0415,Central Coast,6/2/2025 1:21:05 AM
MC FARLAND,12kV,Yes,1427,161,34,40,5,3870,10370,14240,1240,253181101,MC FARLAND 1101,Kern,6/2/2025 1:21:05 AM
EL PECO,12kV,Yes,63,23,4,174,0,2090,1050,3140,1241,253981102,EL PECO 1102,Yosemite,6/2/2025 1:21:05 AM
BIG MEADOWS,21kV,No,2917,323,26,34,40,1950,1320,3270,1242,102812101,BIG MEADOWS 2101,North Valley,6/2/2025 1:21:05 AM
GABILAN,12kV,No,3380,147,51,12,6,3380,2610,5990,1243,182331102,GABILAN 1102,Central Coast,6/2/2025 1:21:05 AM
SF H,12kV,Yes,2819,161,26,2,25,1020,30,1050,1244,022101106,SF H 1106,Peninsula,6/2/2025 1:21:05 AM
POTRERO PP (A),12kV,No,3307,51,85,0,34,880,0,880,1245,022031104,POTRERO PP (A) 1104,San Francisco,6/2/2025 1:21:05 AM
CANTUA,12kV,Yes,107,35,3,47,10,50,3010,3060,1246,253591103,CANTUA 1103,Fresno,6/2/2025 1:21:05 AM
MANCHESTER,12kV,No,554,164,64,0,5,590,290,880,1247,253921104,MANCHESTER 1104,Fresno,6/2/2025 1:21:05 AM
POINT PINOLE,12kV,No,5097,132,38,0,10,3500,200,3700,1248,014261101,POINT PINOLE 1101,East Bay,6/2/2025 1:21:05 AM
GANSO,12kV,Yes,29,18,14,76,1,2700,4290,6990,1249,254541103,GANSO 1103,Kern,6/2/2025 1:21:05 AM
HAMILTON BRANCH,12kV,No,2224,179,25,0,5,380,10,390,1250,102361101,HAMILTON BRANCH 1101,North Valley,6/2/2025 1:21:05 AM
OAKLAND I,4.16kV,No,722,26,3,1,,151,182,333,1251,012080401,OAKLAND I 0401,East Bay,10/1/2025 7:51:53 AM
OAKLAND D,12kV,Yes,1100,64,27,0,4,1260,950,2210,1252,012041102,OAKLAND D 1102,East Bay,6/2/2025 1:21:05 AM
WHEATLAND,12kV,No,1443,150,62,85,2,4320,520,4840,1253,152811102,WHEATLAND 1102,Sacramento,6/2/2025 1:21:05 AM
PIT NO 3,21kV,Yes,101,39,7,2,3,40,0,40,1254,103732101,PIT NO 3 2101,North Valley,6/2/2025 1:21:05 AM
PLEASANT GROVE,21kV,Yes,2895,100,136,0,14,32710,1170,33880,1255,152442103,PLEASANT GROVE 2103,Sierra,6/2/2025 1:21:05 AM
SANTA MARIA,12kV,Yes,308,114,27,66,3,2230,840,3070,1256,182671109,SANTA MARIA 1109,Los Padres,6/2/2025 1:21:05 AM
FREMONT,12kV,No,4754,328,69,0,13,4930,2570,7500,1257,014351109,FREMONT 1109,Mission,6/2/2025 1:21:05 AM
COARSEGOLD,21kV,No,1861,153,47,15,6,5190,450,5640,1258,254432103,COARSEGOLD 2103,Yosemite,6/2/2025 1:21:05 AM
SANTA ROSA A,12kV,No,4983,249,68,6,17,3970,390,4360,1259,042151111,SANTA ROSA A 1111,Sonoma,6/2/2025 1:21:05 AM
FORT BRAGG A,12kV,No,2132,499,68,4,6,1410,370,1780,1260,042761101,FORT BRAGG A 1101,Humboldt,6/2/2025 1:21:05 AM
